Mod:Item:MetaData, Localized Name
ExtraUtilities:spike_base, Iron Spike
ExtraUtilities:spike_base_diamond, Diamond Spike
ExtraUtilities:spike_base_gold, Golden Spike
ExtraUtilities:spike_base_wood, Wooden Spike
ExtraUtilities:plant/ender_lilly, Ender-Lily Seeds
ExtraUtilities:timer, Redstone Clock
ExtraUtilities:magnumTorch, Magnum Torch
ExtraUtilities:drum:0, Drum
ExtraUtilities:drum:1, Bedrockium Drum
ExtraUtilities:etherealglass:0, Ethereal Glass
ExtraUtilities:etherealglass:1, Ineffable Glass
ExtraUtilities:etherealglass:2, Dark Ethereal Glass
ExtraUtilities:etherealglass:3, Ethereal Glass (Inverted)
ExtraUtilities:etherealglass:4, Ineffable Glass (Inverted)
ExtraUtilities:etherealglass:5, Dark Ethereal Glass (Inverted)
TConstruct:liquid.slime, Liquified Slime
TConstruct:MeatBlock, Hambone
TConstruct:WoolSlab1:0, Light Gray Wool Slab
TConstruct:WoolSlab1:1, Cyan Wool Slab
TConstruct:WoolSlab1:2, Purple Wool Slab
TConstruct:WoolSlab1:3, Blue Wool Slab
TConstruct:WoolSlab1:4, Brown Wool Slab
TConstruct:WoolSlab1:5, Green Wool Slab
TConstruct:WoolSlab1:6, Red Wool Slab
TConstruct:WoolSlab1:7, Black Wool Slab
TConstruct:WoolSlab2:0, Gray Wool Slab
TConstruct:WoolSlab2:1, Gray Wool Slab
TConstruct:WoolSlab2:2, Gray Wool Slab
TConstruct:WoolSlab2:3, Gray Wool Slab
TConstruct:WoolSlab2:4, Gray Wool Slab
TConstruct:WoolSlab2:5, Gray Wool Slab
TConstruct:WoolSlab2:6, Gray Wool Slab
TConstruct:WoolSlab2:7, Gray Wool Slab
TConstruct:trap.punji, Punji Stick
TConstruct:trap.barricade.oak, Oak Barricade
TConstruct:trap.barricade.spruce, Spruce Barricade
TConstruct:trap.barricade.birch, Birch Barricade
TConstruct:trap.barricade.jungle, Jungle Barricade
TConstruct:explosive.slime:0, SDX
TConstruct:explosive.slime:2, SDX
TConstruct:slime.gel:0, Congealed Blue Slime
TConstruct:slime.gel:1, Congealed Green Slime
TConstruct:slime.gel:2, Congealed Purple Slime
TConstruct:slime.grass:0, Slimy Grass
TConstruct:slime.grass.tall:0, Slimy Grass
TConstruct:slime.leaves:0, Slimy Leaves
TConstruct:slime.sapling:0, Slimy Sapling
TConstruct:slime.channel, Slime Channel
TConstruct:blood.channel, Blood Channel
TConstruct:slime.pad, Bounce Pad
TConstruct:decoration.stonetorch, Torch
TConstruct:decoration.stoneladder, Ladder
TConstruct:decoration.multibrick:0, Obsidian Brick
TConstruct:decoration.multibrick:1, Sandstone Brick
TConstruct:decoration.multibrick:2, Netherrack Brick
TConstruct:decoration.multibrick:3, Polished Stone Brick
TConstruct:decoration.multibrick:4, Iron Brick
TConstruct:decoration.multibrick:5, Gold Brick
TConstruct:decoration.multibrick:6, Lapis Brick
TConstruct:decoration.multibrick:7, Diamond Brick
TConstruct:decoration.multibrick:8, Redstone Brick
TConstruct:decoration.multibrick:9, Bone Brick
TConstruct:decoration.multibrick:10, Slime Brick
TConstruct:decoration.multibrick:11, Slime Brick
TConstruct:decoration.multibrick:12, Endstone Brick
TConstruct:decoration.multibrick:13, Obsidian Brick
TConstruct:decoration.multibrickfancy:0, Fancy Obsidian Brick
TConstruct:decoration.multibrickfancy:1, Fancy Sandstone Brick
TConstruct:decoration.multibrickfancy:2, Fancy Netherrack Brick
TConstruct:decoration.multibrickfancy:3, Fancy Polished Stone Brick
TConstruct:decoration.multibrickfancy:4, Fancy Iron Brick
TConstruct:decoration.multibrickfancy:5, Fancy Gold Brick
TConstruct:decoration.multibrickfancy:6, Fancy Lapis Brick
TConstruct:decoration.multibrickfancy:7, Fancy Diamond Brick
TConstruct:decoration.multibrickfancy:8, Fancy Redstone Brick
TConstruct:decoration.multibrickfancy:9, Fancy Bone Brick
TConstruct:decoration.multibrickfancy:10, Fancy Slime Brick
TConstruct:decoration.multibrickfancy:11, Fancy Slime Brick
TConstruct:decoration.multibrickfancy:12, Fancy Endstone Brick
TConstruct:decoration.multibrickfancy:13, Fancy Obsidian Brick
TConstruct:decoration.multibrickfancy:14, Fancy Stone Brick
TConstruct:decoration.multibrickfancy:15, Stone Road
TConstruct:decoration.multibrickmetal:0, Alumite Brick
TConstruct:decoration.multibrickmetal:1, Ardite Brick
TConstruct:decoration.multibrickmetal:2, Cobalt Brick
TConstruct:decoration.multibrickmetal:3, Manyullyn Brick
TConstruct:decoration.multibrickmetal:4, Fancy Alumite Brick
TConstruct:decoration.multibrickmetal:5, Fancy Ardite Brick
TConstruct:decoration.multibrickmetal:6, Fancy Cobalt Brick
TConstruct:decoration.multibrickmetal:7, Fancy Manyullyn Brick
TConstruct:ore.berries.one:8, Iron Oreberry Bush
TConstruct:ore.berries.one:9, Gold Oreberry Bush
TConstruct:ore.berries.one:10, Copper Oreberry Bush
TConstruct:ore.berries.one:11, Tin Oreberry Bush
TConstruct:ore.berries.two:8, Aluminum Oreberry Bush
TConstruct:ore.berries.two:9, Essence Berry Bush
TConstruct:SearedBrick:1, Cobalt Ore
TConstruct:SearedBrick:2, Ardite Ore
TConstruct:SearedBrick:3, Copper Ore
TConstruct:SearedBrick:4, Tin Ore
TConstruct:SearedBrick:5, Aluminum Ore
TConstruct:GravelOre:0, Iron Gravel Ore
TConstruct:GravelOre:1, Gold Gravel Ore
TConstruct:GravelOre:2, Copper Gravel Ore
TConstruct:GravelOre:3, Tin Gravel Ore
TConstruct:GravelOre:4, Aluminum Gravel Ore
TConstruct:GravelOre:5, Cobalt Gravel Ore
TConstruct:rail.wood, Wooden Rail
TConstruct:MetalBlock:0, Block of Cobalt
TConstruct:MetalBlock:1, Block of Ardite
TConstruct:MetalBlock:2, Block of Manyullyn
TConstruct:MetalBlock:3, Block of Copper
TConstruct:MetalBlock:4, Block of Bronze
TConstruct:MetalBlock:5, Block of Tin
TConstruct:MetalBlock:6, Block of Aluminum
TConstruct:MetalBlock:7, Block of Aluminum Brass
TConstruct:MetalBlock:8, Block of Alumite
TConstruct:MetalBlock:9, Block of Steel
TConstruct:MetalBlock:10, Block of Solid Ender
TConstruct:ToolStationBlock:0, Tool Station
TConstruct:ToolStationBlock:1, Part Builder
TConstruct:ToolStationBlock:2, Part Builder
TConstruct:ToolStationBlock:3, Part Builder
TConstruct:ToolStationBlock:4, Part Builder
TConstruct:ToolStationBlock:5, Pattern Chest
TConstruct:ToolStationBlock:10, Stencil Table
TConstruct:ToolStationBlock:11, Stencil Table
TConstruct:ToolStationBlock:12, Stencil Table
TConstruct:ToolStationBlock:13, Stencil Table
TConstruct:ToolForgeBlock:0, Tool Forge
TConstruct:ToolForgeBlock:1, Tool Forge
TConstruct:ToolForgeBlock:2, Tool Forge
TConstruct:ToolForgeBlock:3, Tool Forge
TConstruct:ToolForgeBlock:4, Tool Forge
TConstruct:ToolForgeBlock:5, Tool Forge
TConstruct:ToolForgeBlock:6, Tool Forge
TConstruct:ToolForgeBlock:7, Tool Forge
TConstruct:ToolForgeBlock:8, Tool Forge
TConstruct:ToolForgeBlock:9, Tool Forge
TConstruct:ToolForgeBlock:10, Tool Forge
TConstruct:ToolForgeBlock:11, Tool Forge
TConstruct:ToolForgeBlock:12, Tool Forge
TConstruct:ToolForgeBlock:13, Tool Forge
TConstruct:CraftingStation, Crafting Station
TConstruct:CraftingSlab:0, Crafting Station
TConstruct:CraftingSlab:1, Tool Station
TConstruct:CraftingSlab:2, Part Builder
TConstruct:CraftingSlab:3, Stencil Table
TConstruct:CraftingSlab:4, Pattern Chest
TConstruct:CraftingSlab:5, Tool Forge
TConstruct:FurnaceSlab, Slab Furnace
TConstruct:HeldItemBlock, Frying Pan
TConstruct:BattleSignBlock, tile.Battlesign.name
TConstruct:CraftedSoil:0, Slimy Mud
TConstruct:CraftedSoil:1, Grout
TConstruct:CraftedSoil:2, Slimy Mud
TConstruct:CraftedSoil:3, Graveyard Soil
TConstruct:CraftedSoil:4, Consecrated Soil
TConstruct:CraftedSoil:5, Blue Slimedirt
TConstruct:CraftedSoil:6, Slime Soil
TConstruct:fluid.molten.iron, Molten Iron
TConstruct:fluid.molten.gold, Molten Gold
TConstruct:fluid.molten.copper, Molten Copper
TConstruct:fluid.molten.tin, Liquid Tin
TConstruct:fluid.molten.aluminum, Molten Aluminum
TConstruct:fluid.molten.cobalt, Molten Cobalt
TConstruct:fluid.molten.ardite, Molten Ardite
TConstruct:fluid.molten.bronze, Molten Bronze
TConstruct:fluid.molten.alubrass, Molten Aluminum Brass
TConstruct:fluid.molten.manyullyn, Molten Manyullyn
TConstruct:fluid.molten.alumite, Molten Alumite
TConstruct:fluid.molten.obsidian, Molten Obsidian
TConstruct:fluid.molten.steel, Molten Steel
TConstruct:fluid.molten.glass, Molten Glass
TConstruct:molten.stone, Seared Stone
TConstruct:molten.emerald, Liquified Emerald
TConstruct:fluid.molten.nickel, Molten Nickel
TConstruct:fluid.molten.lead, Molten Lead
TConstruct:fluid.molten.silver, Molten Silver
TConstruct:fluid.molten.shiny, Molten Shiny
TConstruct:fluid.molten.invar, Molten Invar
TConstruct:fluid.molten.electrum, Molten Electrum
TConstruct:fluid.ender, Liquified Ender
TConstruct:fluid.molten.lumium, Molten Lumium
TConstruct:fluid.molten.signalum, Molten Signalum
TConstruct:fluid.molten.mithril, Molten Mana Infused Metal
TConstruct:fluid.molten.enderium, Molten Enderium
TConstruct:liquid.blood, Blood
TConstruct:liquid.glue, Glue
TConstruct:fluid.molten.pigiron, Molten Pig Iron
TConstruct:SearedSlab:0, Seared Brick Slab
TConstruct:SearedSlab:1, Seared Stone Slab
TConstruct:SearedSlab:2, Seared Cobblestone Slab
TConstruct:SearedSlab:3, Seared Paver Slab
TConstruct:SearedSlab:4, Seared Road Slab
TConstruct:SearedSlab:5, Fancy Seared Slab
TConstruct:SearedSlab:6, Chiseled Seared Slab
TConstruct:SearedSlab:7, Chiseled Seared Slab
TConstruct:SpeedSlab:0, Rough Brownstone Slab
TConstruct:SpeedSlab:1, Brownstone Road Slab
TConstruct:SpeedSlab:2, Brownstone Slab
TConstruct:SpeedSlab:3, Brownstone Brick Slab
TConstruct:SpeedSlab:4, Brownstone Road Slab
TConstruct:SpeedSlab:5, Fancy Brownstone Slab
TConstruct:SpeedSlab:6, Chiseled Brownstone Slab
TConstruct:GlueBlock, Glue Block
TConstruct:Smeltery:0, Smeltery Controller
TConstruct:Smeltery:1, Smeltery Drain
TConstruct:Smeltery:2, Seared Bricks
TConstruct:Smeltery:4, Seared Stone
TConstruct:Smeltery:5, Seared Cobblestone
TConstruct:Smeltery:6, Seared Paver
TConstruct:Smeltery:7, Cracked Seared Bricks
TConstruct:Smeltery:8, Seared Road
TConstruct:Smeltery:9, Fancy Seared Bricks
TConstruct:Smeltery:10, Chiseled Seared Bricks
TConstruct:Smeltery:11, Chiseled Seared Bricks
TConstruct:SmelteryNether:0, Smeltery Controller
TConstruct:SmelteryNether:1, Smeltery Drain
TConstruct:SmelteryNether:2, Seared Bricks
TConstruct:SmelteryNether:4, Seared Stone
TConstruct:SmelteryNether:5, Seared Cobblestone
TConstruct:SmelteryNether:6, Seared Paver
TConstruct:SmelteryNether:7, Cracked Seared Bricks
TConstruct:SmelteryNether:8, Seared Road
TConstruct:SmelteryNether:9, Fancy Seared Bricks
TConstruct:SmelteryNether:10, Chiseled Seared Bricks
TConstruct:SmelteryNether:11, Chiseled Seared Bricks
TConstruct:LavaTank:0, Seared Tank
TConstruct:LavaTank:1, Seared Glass
TConstruct:LavaTank:2, Seared Window
TConstruct:LavaTankNether:0, Seared Tank
TConstruct:LavaTankNether:1, Seared Glass
TConstruct:LavaTankNether:2, Seared Window
TConstruct:SearedBlock:0, Casting Table
TConstruct:SearedBlock:1, Seared Faucet
TConstruct:SearedBlock:2, Casting Basin
TConstruct:SearedBlockNether:0, Casting Table
TConstruct:SearedBlockNether:1, Seared Faucet
TConstruct:SearedBlockNether:2, Casting Basin
TConstruct:CastingChannel:0, Casting Channel
TConstruct:SpeedBlock:0, Rough Brownstone
TConstruct:SpeedBlock:1, Brownstone Road
TConstruct:SpeedBlock:2, Brownstone
TConstruct:SpeedBlock:3, Brownstone Brick
TConstruct:SpeedBlock:4, Brownstone Road
TConstruct:SpeedBlock:5, Fancy Brownstone
TConstruct:SpeedBlock:6, Chiseled Brownstone
TConstruct:GlassBlock:0, Clear Glass
TConstruct:GlassPane:0, Clear Glass Pane
TConstruct:GlassBlock.StainedClear:0, White Stained Glass
TConstruct:GlassBlock.StainedClear:1, Orange Stained Glass
TConstruct:GlassBlock.StainedClear:2, Magenta Stained Glass
TConstruct:GlassBlock.StainedClear:3, Light Blue Stained Glass
TConstruct:GlassBlock.StainedClear:4, Yellow Stained Glass
TConstruct:GlassBlock.StainedClear:5, Lime Stained Glass
TConstruct:GlassBlock.StainedClear:6, Pink Stained Glass
TConstruct:GlassBlock.StainedClear:7, Gray Stained Glass
TConstruct:GlassBlock.StainedClear:8, Light Gray Stained Glass
TConstruct:GlassBlock.StainedClear:9, Cyan Stained Glass
TConstruct:GlassBlock.StainedClear:10, Purple Stained Glass
TConstruct:GlassBlock.StainedClear:11, Blue Stained Glass
TConstruct:GlassBlock.StainedClear:12, Brown Stained Glass
TConstruct:GlassBlock.StainedClear:13, Green Stained Glass
TConstruct:GlassBlock.StainedClear:14, Red Stained Glass
TConstruct:GlassBlock.StainedClear:15, Black Stained Glass
TConstruct:GlassPaneClearStained:0, White Stained Pane
TConstruct:GlassPaneClearStained:1, Orange Stained Pane
TConstruct:GlassPaneClearStained:2, Magenta Stained Pane
TConstruct:GlassPaneClearStained:3, Light Blue Stained Pane
TConstruct:GlassPaneClearStained:4, Yellow Stained Pane
TConstruct:GlassPaneClearStained:5, Lime Stained Pane
TConstruct:GlassPaneClearStained:6, Pink Stained Pane
TConstruct:GlassPaneClearStained:7, Gray Stained Pane
TConstruct:GlassPaneClearStained:8, Light Gray Stained Pane
TConstruct:GlassPaneClearStained:9, Cyan Stained Pane
TConstruct:GlassPaneClearStained:10, Purple Stained Pane
TConstruct:GlassPaneClearStained:11, Blue Stained Pane
TConstruct:GlassPaneClearStained:12, Brown Stained Pane
TConstruct:GlassPaneClearStained:13, Green Stained Pane
TConstruct:GlassPaneClearStained:14, Red Stained Pane
TConstruct:GlassPaneClearStained:15, Black Stained Pane
TConstruct:Redstone.Landmine:0, Landmine
TConstruct:Redstone.Landmine:1, Landmine
TConstruct:Redstone.Landmine:2, Landmine
TConstruct:Redstone.Landmine:3, Landmine
TConstruct:Armor.DryingRack, Drying Rack
foundry:refractoryCasing, Refractory Casing
foundry:foundryMachine:0, Induction Crucible Furnace
foundry:foundryMachine:1, Metal Caster
foundry:foundryMachine:2, Alloy Mixer
foundry:foundryMachine:3, Metal Infuser
foundry:foundryMachine:4, Material Router
foundry:foundryMachine:5, Metal Atomizer
foundry:blockFoundryMetal:0, Block of Copper
foundry:blockFoundryMetal:1, Block of Tin
foundry:blockFoundryMetal:2, Block of Bronze
foundry:blockFoundryMetal:3, Block of Electrum
foundry:blockFoundryMetal:4, Block of Invar
foundry:blockFoundryMetal:5, Block of Nickel
foundry:blockFoundryMetal:6, Block of Zinc
foundry:blockFoundryMetal:7, Block of Brass
foundry:blockFoundryMetal:8, Block of Silver
foundry:blockFoundryMetal:9, Block of Steel
foundry:blockFoundryMetal:10, Block of Lead
foundry:blockFoundryMetal:11, Block of Aluminum
foundry:blockFoundryMetal:12, Block of Chromium
foundry:blockFoundryMetal:13, Block of Platinum
foundry:blockFoundryMetal:14, Block of Manganese
foundry:blockFoundryMetal:15, Block of Titanium
foundry:blockFoundryMetal2:0, Block of Cupronickel
foundry:blockFoundryOre:0, Copper Ore
foundry:blockFoundryOre:1, Tin Ore
foundry:blockFoundryOre:2, Nickel Ore
foundry:blockFoundryOre:3, Zinc Ore
foundry:blockFoundryOre:4, Silver Ore
foundry:blockFoundryOre:5, Lead Ore
foundry:alloyFurnace, Alloy Furnace
foundry:refractoryHopper, Refractory Hopper
foundry:slab1:0, Iron Slab
foundry:slab1:1, Gold Slab
foundry:slab1:2, Copper Slab
foundry:slab1:3, Tin Slab
foundry:slab1:4, Bronze Slab
foundry:slab1:5, Electrum Slab
foundry:slab1:6, Invar Slab
foundry:slab1:7, Nickel Slab
foundry:slab2:0, Zinc Slab
foundry:slab2:1, Brass Slab
foundry:slab2:2, Silver Slab
foundry:slab2:3, Steel Slab
foundry:slab2:4, Lead Slab
foundry:slab2:5, Aluminum Slab
foundry:slab2:6, Chromium Slab
foundry:slab2:7, Platinum Slab
foundry:slab3:0, Manganese Slab
foundry:slab3:1, Titanium Slab
foundry:slab3:2, Cupronickel Slab
foundry:stairsIron, Iron Stairs
foundry:stairsGold, Gold Stairs
foundry:stairsCopper, Copper Stairs
foundry:stairsTin, Tin Stairs
foundry:stairsBronze, Bronze Stairs
foundry:stairsElectrum, Electrum Stairs
foundry:stairsInvar, Invar Stairs
foundry:stairsNickel, Nickel Stairs
foundry:stairsZinc, Zinc Stairs
foundry:stairsBrass, Brass Stairs
foundry:stairsSilver, Silver Stairs
foundry:stairsSteel, Steel Stairs
foundry:stairsLead, Lead Stairs
foundry:stairsAluminum, Aluminum Stairs
foundry:stairsChromium, Chromium Stairs
foundry:stairsPlatinum, Platinum Stairs
foundry:stairsManganese, Manganese Stairs
foundry:stairsTitanium, Titanium Stairs
foundry:stairsCupronickel, Cupronickel Stairs
foundry:liquidIron, Liquid Iron
foundry:liquidGold, Liquid Gold
foundry:liquidCopper, Liquid Copper
foundry:liquidTin, Liquid Tin
foundry:liquidBronze, Liquid Bronze
foundry:liquidElectrum, Liquid Electrum
foundry:liquidInvar, Liquid Invar
foundry:liquidNickel, Liquid Nickel
foundry:liquidZinc, Liquid Zinc
foundry:liquidBrass, Liquid Brass
foundry:liquidSilver, Liquid Silver
foundry:liquidSteel, Liquid Steel
foundry:liquidCupronickel, Liquid Cupronickel
foundry:liquidLead, Liquid Lead
foundry:liquidAluminum, Liquid Aluminum
foundry:liquidChromium, Liquid Chromium
foundry:liquidPlatinum, Liquid Platinum
foundry:liquidManganese, Liquid Manganese
foundry:liquidTitanium, Liquid Titanium
foundry:liquidRubber, Liquid Rubber
foundry:liquidStainlessSteel, Liquid Stainless Steel
foundry:liquidKanthal, Liquid Kanthal
foundry:liquidNichrome, Liquid Nichrome
foundry:liquidMithril, Liquid Mithril
foundry:liquidRedstone, Liquid Redstone
foundry:liquidRedAlloy, Liquid Red Alloy
foundry:liquidGlass, Liquid Glass
foundry:liquidGlass.black, Liquid Glass (Black)
foundry:liquidGlass.red, Liquid Glass (Red)
foundry:liquidGlass.green, Liquid Glass (Green)
foundry:liquidGlass.brown, Liquid Glass (Brown)
foundry:liquidGlass.blue, Liquid Glass (Blue)
foundry:liquidGlass.purple, Liquid Glass (Purple)
foundry:liquidGlass.cyan, Liquid Glass (Cyan)
foundry:liquidGlass.silver, Liquid Glass (Light Gray)
foundry:liquidGlass.gray, Liquid Glass (Gray)
foundry:liquidGlass.pink, Liquid Glass (Pink)
foundry:liquidGlass.lime, Liquid Glass (Lime)
foundry:liquidGlass.yellow, Liquid Glass (Yellow)
foundry:liquidGlass.light_blue, Liquid Glass (Light Blue)
foundry:liquidGlass.magenta, Liquid Glass (Magenta)
foundry:liquidGlass.orange, Liquid Glass (Orange)
foundry:liquidGlass.white, Liquid Glass (White)
foundry:liquidIronwood, Liquid Ironwood
foundry:liquidSteeleaf, Liquid Steeleaf
foundry:liquidKnightmetal, Liquid Knightmetal
foundry:liquidAdamantine, Liquid Adamantine
foundry:liquidAtlarus, Liquid Atlarus
foundry:liquidRubracium, Liquid Rubracium
foundry:liquidHaderoth, Liquid Haderoth
foundry:liquidTartarite, Liquid Tartarite
foundry:liquidMidasium, Liquid Midasium
foundry:liquidDamascusSteel, Liquid Damascus Steel
foundry:liquidAngmallen, Liquid Angmallen
foundry:liquidQuicksilver, Liquid Quicksilver
foundry:liquidOrichalcum, Liquid Orichalcum
foundry:liquidCelenegil, Liquid Celenegil
foundry:liquidVyroxeres, Liquid Vyroxeres
foundry:liquidSanguinite, Liquid Sanguinite
foundry:liquidCarmot, Liquid Carmot
foundry:liquidInfuscolium, Liquid Infuscolium
foundry:liquidMeutoite, Liquid Meutoite
foundry:liquidHepatizon, Liquid Hepatizon
foundry:liquidEximite, Liquid Eximite
foundry:liquidDesichalkos, Liquid Desichalkos
foundry:liquidDeepIron, Liquid Deep Iron
foundry:liquidCeruclase, Liquid Ceruclase
foundry:liquidBlackSteel, Liquid BlackSteel
foundry:liquidAstralSilver, Liquid Astral Silver
foundry:liquidAmordrine, Liquid Amordrine
